observation_id,selection,overlap_family,parent_id,reason,evidence,duplicate_of,analysis_target,alignment_status,threshold_route,metric_usability,reverse_exposure_supported,cohort_period_key,setting_handling,overlap_status,source_locator,historical_study_id,historical_role
651:incidence:overall:injuryLocation_ankle_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_ankle|sensitivity,hold,sensitivity,none,false,S394|651|Men's U11|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=651:incidence:overall:injuryLocation_ankle_incidence; sourceDataRow=651,S394,
651:incidence:overall:injuryLocation_knee_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_knee|sensitivity,hold,sensitivity,none,false,S394|651|Men's U11|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=651:incidence:overall:injuryLocation_knee_incidence; sourceDataRow=651,S394,
651:incidence:overall:injuryTissueType_bone_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_bone|sensitivity,hold,sensitivity,none,false,S394|651|Men's U11|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=651:incidence:overall:injuryTissueType_bone_incidence; sourceDataRow=651,S394,
652:incidence:overall:main,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|all_injuries_scope_review|sensitivity,hold,sensitivity,none,false,S394|652|Women's 1st|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=652:incidence:overall:main; sourceDataRow=652,S394,
652:incidence:overall:injuryLocation_ankle_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_ankle|sensitivity,hold,sensitivity,none,false,S394|652|Women's 1st|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=652:incidence:overall:injuryLocation_ankle_incidence; sourceDataRow=652,S394,
652:incidence:overall:injuryLocation_groin_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_groin|sensitivity,hold,sensitivity,none,false,S394|652|Women's 1st|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=652:incidence:overall:injuryLocation_groin_incidence; sourceDataRow=652,S394,
652:incidence:overall:injuryLocation_knee_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_knee|sensitivity,hold,sensitivity,none,false,S394|652|Women's 1st|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=652:incidence:overall:injuryLocation_knee_incidence; sourceDataRow=652,S394,
652:incidence:overall:injuryTissueType_bone_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_bone|sensitivity,hold,sensitivity,none,false,S394|652|Women's 1st|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=652:incidence:overall:injuryTissueType_bone_incidence; sourceDataRow=652,S394,
652:incidence:overall:injuryTissueType_muscle_injury_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_muscle_injury|sensitivity,hold,sensitivity,none,false,S394|652|Women's 1st|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=652:incidence:overall:injuryTissueType_muscle_injury_incidence; sourceDataRow=652,S394,
652:incidence:overall:injuryTissueType_tendinopathy_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_tendinopathy|sensitivity,hold,sensitivity,none,false,S394|652|Women's 1st|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=652:incidence:overall:injuryTissueType_tendinopathy_incidence; sourceDataRow=652,S394,
653:incidence:overall:main,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|all_injuries_scope_review|sensitivity,hold,sensitivity,none,false,S394|653|Women's 2nd|4,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=653:incidence:overall:main; sourceDataRow=653,S394,
653:incidence:overall:injuryLocation_ankle_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_ankle|sensitivity,hold,sensitivity,none,false,S394|653|Women's 2nd|4,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=653:incidence:overall:injuryLocation_ankle_incidence; sourceDataRow=653,S394,
653:incidence:overall:injuryLocation_groin_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_groin|sensitivity,hold,sensitivity,none,false,S394|653|Women's 2nd|4,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=653:incidence:overall:injuryLocation_groin_incidence; sourceDataRow=653,S394,
653:incidence:overall:injuryLocation_knee_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_knee|sensitivity,hold,sensitivity,none,false,S394|653|Women's 2nd|4,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=653:incidence:overall:injuryLocation_knee_incidence; sourceDataRow=653,S394,
653:incidence:overall:injuryTissueType_bone_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_bone|sensitivity,hold,sensitivity,none,false,S394|653|Women's 2nd|4,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=653:incidence:overall:injuryTissueType_bone_incidence; sourceDataRow=653,S394,
654:incidence:overall:main,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|all_injuries_scope_review|sensitivity,hold,sensitivity,none,false,S394|654|Women's 3rd|2,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=654:incidence:overall:main; sourceDataRow=654,S394,
